,CustomerID,Age,Gender,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Customervalue,TenureGroup,AgeGroup
2862,102862,69,Female,Germany,10,48424.39,1,0,1,146831.17,0,63419.407,6-10 yrs,61+
2863,102863,46,Female,France,7,17054.23,1,1,1,31856.14,1,16378.834,6-10 yrs,46-60
2864,102864,55,Male,France,8,155369.73,1,1,1,52280.65,0,77832.387,6-10 yrs,46-60
2865,102865,59,Male,Spain,7,110083.05,2,1,1,98423.28,0,73560.704,6-10 yrs,46-60
2866,102866,38,Female,Germany,6,218959.07,1,1,0,20282.27,1,93668.509,6-10 yrs,31-45
2867,102867,59,Female,Germany,9,247352.16,1,0,1,39033.07,0,110651.085,6-10 yrs,46-60
2868,102868,30,Female,Germany,0,219639.35,1,0,0,74892.45,0,110323.675,0-2 yrs,18-30
2869,102869,66,Male,France,0,11655.79,1,0,1,115610.13,1,39345.65499999999,0-2 yrs,61+
2870,102870,58,Female,France,10,236089.69,1,1,0,130669.99,1,133637.07300000003,6-10 yrs,46-60
2871,102871,34,Male,France,7,25747.23,2,1,1,100686.03,0,40505.201,6-10 yrs,31-45
2872,102872,26,Male,France,6,111801.24,2,0,1,35948.53,0,55505.55500000001,6-10 yrs,18-30
2873,102873,58,Male,Germany,1,74332.53,1,1,0,34061.04,1,39951.524,0-2 yrs,46-60
2874,102874,18,Male,Germany,8,39111.25,2,0,1,83282.2,0,40629.66,6-10 yrs,18-30
2875,102875,19,Female,France,9,42809.36,1,1,1,118431.74,0,52653.566,6-10 yrs,18-30
2876,102876,65,Female,Germany,6,86458.49,2,1,1,31838.62,0,44135.482,6-10 yrs,61+
2877,102877,46,Female,Spain,8,6348.52,2,0,1,49589.61,0,17416.791,6-10 yrs,46-60
2878,102878,50,Male,France,10,16164.11,3,1,1,71106.58,0,27798.317999999996,6-10 yrs,46-60
2879,102879,27,Female,France,0,178569.97,1,0,1,99599.75,1,101308.213,0-2 yrs,18-30
2880,102880,67,Male,France,10,156558.17,4,1,0,115724.23,0,97341.33700000001,6-10 yrs,61+
2881,102881,57,Male,Spain,2,24839.44,2,1,1,89311.46,1,36729.714,0-2 yrs,46-60
2882,102882,38,Male,France,9,108086.11,2,1,1,73627.17,0,65323.095,6-10 yrs,31-45
2883,102883,45,Female,Germany,1,151927.33,1,0,0,24657.19,1,68168.289,0-2 yrs,31-45
2884,102884,28,Male,France,5,24410.87,2,1,0,59441.19,1,27597.105000000003,3-5 yrs,18-30
2885,102885,51,Male,France,9,242999.19,2,1,1,69431.02,0,118029.482,6-10 yrs,46-60
2886,102886,25,Female,France,3,212125.75,1,0,0,32178.58,1,94504.07400000001,3-5 yrs,18-30
2887,102887,39,Female,Germany,1,56811.66,1,0,0,79704.77,1,46636.295,0-2 yrs,31-45
2888,102888,25,Female,Spain,1,129715.84,2,0,1,100345.77,0,81990.56700000001,0-2 yrs,18-30
2889,102889,66,Male,Germany,5,126921.08,3,1,1,110883.05,0,84034.04700000002,3-5 yrs,61+
2890,102890,32,Male,France,8,83552.71,2,1,0,80663.32,1,57620.48,6-10 yrs,31-45
2891,102891,34,Female,France,5,189908.98,1,1,0,35925.99,0,86741.58899999999,3-5 yrs,31-45
2892,102892,40,Male,France,3,164571.49,2,0,1,92436.63,0,93560.085,3-5 yrs,31-45
2893,102893,41,Male,France,8,216054.33,1,1,1,40154.04,0,98468.244,6-10 yrs,31-45
2894,102894,62,Female,Spain,1,1275.08,1,0,1,54785.81,0,16946.074999999997,0-2 yrs,61+
2895,102895,36,Female,France,5,151000.69,1,0,1,37328.65,0,71599.171,3-5 yrs,31-45
2896,102896,22,Female,France,6,248189.33,1,1,1,31390.21,1,108693.095,6-10 yrs,18-30
2897,102897,49,Female,France,2,197301.12,1,1,1,41775.04,1,91453.26000000001,0-2 yrs,46-60
2898,102898,61,Female,France,3,86078.98,1,1,1,72836.1,0,56282.721999999994,3-5 yrs,61+
2899,102899,18,Female,Germany,6,39025.16,2,1,1,77499.11,0,38860.297000000006,6-10 yrs,18-30
2900,102900,40,Female,Germany,8,107069.89,1,1,0,101798.49,1,73367.703,6-10 yrs,31-45
2901,102901,54,Female,Germany,4,106067.36,1,0,1,34186.48,0,52683.188,3-5 yrs,46-60
2902,102902,25,Male,Spain,10,146318.39,1,1,1,61326.77,0,76925.687,6-10 yrs,18-30
2903,102903,30,Male,France,1,16516.47,1,0,0,119347.66,1,42411.086,0-2 yrs,18-30
2904,102904,25,Male,Germany,7,96797.88,1,1,1,134641.94,0,79112.034,6-10 yrs,18-30
2905,102905,40,Male,France,8,213698.54,1,1,1,98487.51,1,115025.96900000001,6-10 yrs,31-45
2906,102906,60,Male,Germany,10,160905.59,1,1,0,131284.13,1,103747.675,6-10 yrs,46-60
2907,102907,18,Male,Germany,10,108674.32,1,1,1,71164.57,0,64819.399,6-10 yrs,18-30
2908,102908,62,Male,Spain,1,77562.47,2,1,0,33134.03,1,40965.597,0-2 yrs,61+
2909,102909,68,Male,France,9,69945.05,1,1,0,108306.62,1,60470.206,6-10 yrs,61+
2910,102910,41,Male,Germany,9,187104.68,1,1,0,116827.49,0,109890.319,6-10 yrs,31-45
2911,102911,52,Male,Germany,0,107169.75,1,1,1,34352.63,1,53173.988999999994,0-2 yrs,46-60
2912,102912,41,Male,Germany,3,61556.57,1,1,0,36275.89,0,35505.595,3-5 yrs,31-45
2913,102913,34,Female,France,0,203180.4,2,1,1,20238.3,1,87344.15000000001,0-2 yrs,31-45
2914,102914,22,Male,France,0,66401.88,1,1,1,101744.26,0,57084.329999999994,0-2 yrs,18-30
2915,102915,37,Female,France,4,16109.88,1,0,0,65845.39,0,26197.769,3-5 yrs,31-45
2916,102916,38,Male,France,6,137023.2,1,1,1,75623.69,0,77496.687,6-10 yrs,31-45
2917,102917,57,Female,Spain,2,69763.1,1,1,1,28214.01,0,36369.743,0-2 yrs,46-60
2918,102918,48,Male,Germany,6,1220.88,1,1,0,20819.05,0,6734.266999999999,6-10 yrs,46-60
2919,102919,63,Female,France,4,125389.73,1,1,1,68182.77,0,70611.023,3-5 yrs,61+
2920,102920,53,Male,Spain,9,223636.01,1,0,1,108630.33,0,122043.80300000001,6-10 yrs,46-60
2921,102921,28,Female,France,10,161033.51,1,0,0,22339.54,1,71115.466,6-10 yrs,18-30
2922,102922,69,Male,France,7,4538.58,2,0,0,22023.18,0,8422.786,6-10 yrs,61+
2923,102923,32,Female,Germany,6,94691.62,1,1,1,33961.47,0,48065.388999999996,6-10 yrs,31-45
2924,102924,36,Male,Germany,0,61760.27,2,1,1,142483.72,0,67449.724,0-2 yrs,31-45
2925,102925,24,Female,Spain,0,167610.63,2,1,1,121775.89,1,103577.519,0-2 yrs,18-30
2926,102926,68,Female,France,6,114227.45,1,1,1,54762.81,0,62120.123,6-10 yrs,61+
2927,102927,45,Female,France,5,43183.42,2,1,0,33354.21,1,27280.031,3-5 yrs,31-45
2928,102928,68,Female,France,8,114071.97,1,0,0,32653.22,0,55424.954,6-10 yrs,61+
2929,102929,60,Female,France,7,232848.55,1,1,1,64871.06,0,112601.038,6-10 yrs,46-60
2930,102930,22,Female,France,5,102699.61,2,0,1,38664.74,0,52679.766,3-5 yrs,18-30
2931,102931,22,Female,Germany,5,217582.79,2,1,1,49843.49,0,101986.663,3-5 yrs,18-30
2932,102932,47,Female,France,8,118860.02,3,1,1,66650.02,0,67539.714,6-10 yrs,46-60
2933,102933,49,Male,France,3,189412.35,1,1,0,78176.19,1,99217.997,3-5 yrs,46-60
2934,102934,25,Male,Spain,8,196462.33,1,1,1,28039.94,1,86997.214,6-10 yrs,18-30
2935,102935,27,Male,Germany,10,190186.3,1,1,0,133999.63,1,116274.60900000001,6-10 yrs,18-30
2936,102936,55,Female,Germany,10,159624.6,1,0,0,26630.14,0,71839.082,6-10 yrs,46-60
2937,102937,64,Female,Germany,7,238122.07,1,0,0,140378.55,0,137362.59300000002,6-10 yrs,61+
2938,102938,49,Male,France,2,232144.46,1,1,1,52568.77,1,108628.715,0-2 yrs,46-60
2939,102939,65,Male,France,10,75695.93,1,1,1,52724.49,0,46096.01899999999,6-10 yrs,61+
2940,102940,45,Female,Germany,3,173665.29,2,0,1,137217.08,0,110631.74,3-5 yrs,31-45
2941,102941,34,Female,Germany,6,166197.52,1,1,1,88209.2,1,92942.068,6-10 yrs,31-45
2942,102942,48,Male,Spain,2,50065.26,1,1,1,56311.81,0,36919.94699999999,0-2 yrs,46-60
2943,102943,25,Female,France,2,66267.02,3,1,1,88038.23,0,52918.977,0-2 yrs,18-30
2944,102944,57,Male,France,7,77688.5,1,1,0,147667.25,1,75375.775,6-10 yrs,46-60
2945,102945,42,Female,Germany,4,82896.59,3,1,0,131282.18,0,72543.89,3-5 yrs,31-45
2946,102946,26,Male,France,4,213590.68,1,1,0,49338.17,0,100237.923,3-5 yrs,18-30
2947,102947,19,Male,Spain,7,189338.3,1,0,0,26463.01,1,83674.423,6-10 yrs,18-30
2948,102948,32,Female,Germany,5,201933.61,1,0,1,120416.1,0,116898.57400000001,3-5 yrs,31-45
2949,102949,67,Male,Germany,4,228256.22,1,1,0,35515.39,1,101957.30500000001,3-5 yrs,61+
2950,102950,20,Female,France,0,128585.51,2,1,1,96343.49,0,80337.751,0-2 yrs,18-30
2951,102951,66,Female,France,4,208858.0,2,1,1,103012.77,0,114447.53100000002,3-5 yrs,61+
2952,102952,53,Female,France,7,173834.69,3,1,1,53059.48,0,85452.42000000001,6-10 yrs,46-60
2953,102953,21,Female,Spain,8,116198.35,2,1,0,93792.19,1,74617.397,6-10 yrs,18-30
2954,102954,31,Female,Spain,5,48463.5,2,1,0,90077.67,1,46409.101,3-5 yrs,31-45
2955,102955,58,Male,France,10,107567.87,1,1,1,110851.85,0,76283.00300000001,6-10 yrs,46-60
2956,102956,58,Female,France,9,51644.64,1,1,1,137147.66,0,61802.454,6-10 yrs,46-60
2957,102957,42,Female,France,2,71791.51,1,0,0,37340.03,0,39918.812999999995,0-2 yrs,31-45
2958,102958,67,Male,Germany,7,70878.63,2,0,1,94402.36,0,56672.66,6-10 yrs,61+
2959,102959,27,Female,Germany,4,190258.33,1,0,0,90942.4,0,103386.252,3-5 yrs,18-30
2960,102960,38,Male,France,1,126947.23,1,1,1,85230.96,1,76348.48,0-2 yrs,31-45
2961,102961,53,Female,Germany,0,198285.7,2,0,1,70845.22,0,100568.34600000002,0-2 yrs,46-60
2962,102962,29,Male,Spain,10,219351.83,1,0,1,148633.08,1,132330.956,6-10 yrs,18-30
2963,102963,44,Female,Germany,7,152917.43,1,1,1,115988.61,0,95963.855,6-10 yrs,31-45
2964,102964,57,Female,Spain,1,101801.25,1,1,1,115230.85,0,75290.05500000001,0-2 yrs,46-60
2965,102965,19,Female,Germany,10,214193.05,2,0,1,115283.3,0,120262.70999999999,6-10 yrs,18-30
2966,102966,30,Female,France,2,141883.8,1,0,1,32814.76,0,66598.248,0-2 yrs,18-30
2967,102967,49,Female,Spain,8,214234.18,2,0,0,37774.01,1,97026.275,6-10 yrs,46-60
2968,102968,48,Male,Germany,0,66355.56,1,0,0,41555.74,1,39009.146,0-2 yrs,46-60
2969,102969,33,Male,France,7,141439.69,1,1,1,64720.72,0,75992.392,6-10 yrs,31-45
2970,102970,49,Female,France,1,52937.06,2,0,1,67704.34,1,41486.626000000004,0-2 yrs,46-60
2971,102971,49,Male,France,7,174589.29,3,0,1,53526.97,0,85894.50700000001,6-10 yrs,46-60
2972,102972,51,Female,France,1,146722.75,1,0,0,81948.87,1,83273.961,0-2 yrs,46-60
2973,102973,28,Female,France,6,138999.94,2,0,1,116609.3,0,90583.266,6-10 yrs,18-30
2974,102974,27,Female,Spain,2,159777.0,2,1,1,50071.11,0,78932.633,0-2 yrs,18-30
2975,102975,32,Male,France,3,93850.73,1,1,1,42070.87,0,50161.852999999996,3-5 yrs,31-45
2976,102976,34,Female,France,10,47994.13,2,1,1,142344.8,0,61901.59199999999,6-10 yrs,31-45
2977,102977,57,Male,Germany,0,201603.18,2,1,0,38947.65,1,92325.96699999999,0-2 yrs,46-60
2978,102978,35,Female,Spain,9,96092.44,1,1,1,143700.13,0,81547.315,6-10 yrs,31-45
2979,102979,26,Female,France,0,247234.03,3,1,0,109694.06,1,131802.43000000002,0-2 yrs,18-30
2980,102980,42,Male,France,10,120250.54,1,1,1,102362.7,0,78809.326,6-10 yrs,31-45
2981,102981,57,Female,Germany,9,122503.53,1,1,1,125531.83,0,86661.26100000001,6-10 yrs,46-60
2982,102982,31,Male,Germany,10,169454.61,2,1,1,29067.01,0,76502.447,6-10 yrs,31-45
2983,102983,42,Female,France,7,166684.29,2,0,1,40252.98,1,78750.11,6-10 yrs,31-45
2984,102984,67,Female,Germany,7,45129.69,2,1,1,30026.44,0,27060.307999999997,6-10 yrs,61+
2985,102985,39,Female,Germany,1,68077.57,2,1,0,112796.25,1,61070.30300000001,0-2 yrs,31-45
2986,102986,69,Male,Germany,3,57879.1,1,1,1,28573.91,0,31724.112999999998,3-5 yrs,61+
2987,102987,47,Female,France,1,13351.28,2,1,1,20173.39,0,11393.029,0-2 yrs,46-60
2988,102988,37,Male,France,7,5602.78,3,1,1,33261.33,0,12220.211,6-10 yrs,31-45
2989,102989,38,Female,France,6,161247.87,1,1,1,33370.27,1,74510.529,6-10 yrs,31-45
2990,102990,61,Female,France,6,124647.86,1,1,1,25554.5,0,57525.793999999994,6-10 yrs,61+
2991,102991,49,Male,France,9,223648.91,1,1,1,71959.59,1,111047.74100000001,6-10 yrs,46-60
2992,102992,68,Female,France,2,75192.8,1,1,0,132365.16,0,69786.868,0-2 yrs,61+
2993,102993,63,Female,Germany,10,196878.38,1,0,1,116479.31,1,113695.44500000002,6-10 yrs,61+
2994,102994,66,Male,France,4,25788.51,2,1,1,118574.98,0,45888.398,3-5 yrs,61+
2995,102995,38,Male,France,0,204110.42,1,1,0,26173.99,1,89496.565,0-2 yrs,31-45
2996,102996,52,Male,Germany,9,230291.32,1,0,1,102052.65,0,122732.623,6-10 yrs,46-60
2997,102997,49,Female,France,10,156834.32,2,1,1,67495.91,0,82983.001,6-10 yrs,46-60
2998,102998,47,Male,Spain,3,183990.03,3,1,0,147681.11,0,117900.945,3-5 yrs,46-60
2999,102999,56,Male,Spain,3,246948.69,1,1,1,46867.0,1,112839.87600000002,3-5 yrs,46-60
3000,103000,66,Female,Germany,0,94546.76,1,1,1,48272.32,1,52300.69999999999,0-2 yrs,61+
3001,103001,29,Male,Germany,6,7340.3,1,1,1,35703.38,1,13647.434000000001,6-10 yrs,18-30
3002,103002,58,Male,France,4,170650.76,2,1,1,98539.88,0,97822.76800000001,3-5 yrs,46-60
3003,103003,64,Female,Germany,0,3332.44,1,1,0,86323.87,0,27230.336999999996,0-2 yrs,61+
3004,103004,35,Male,France,4,142077.82,1,1,0,56265.66,1,73711.026,3-5 yrs,31-45
3005,103005,38,Female,Spain,7,149369.48,1,0,1,98972.77,0,89439.92300000001,6-10 yrs,31-45
3006,103006,30,Male,France,9,146125.18,3,0,1,82479.5,0,83194.622,6-10 yrs,18-30
3007,103007,38,Male,Spain,7,41479.73,1,1,1,89455.25,1,43428.767,6-10 yrs,31-45
3008,103008,25,Female,Spain,1,19169.02,1,1,0,58161.4,1,25116.228,0-2 yrs,18-30
3009,103009,63,Male,Spain,0,226935.92,1,1,0,100760.97,1,121002.85900000001,0-2 yrs,61+
3010,103010,57,Female,Spain,1,135400.33,1,1,1,137808.22,0,95502.898,0-2 yrs,46-60
3011,103011,63,Male,France,5,80771.02,1,1,1,39909.18,1,44281.462,3-5 yrs,61+
3012,103012,24,Male,France,4,192936.32,1,0,0,22759.11,0,84002.461,3-5 yrs,18-30
3013,103013,40,Female,Germany,3,230413.57,1,0,1,130756.0,1,131392.52800000002,3-5 yrs,31-45
3014,103014,61,Female,France,7,101054.07,2,1,1,123723.62,0,77539.214,6-10 yrs,61+
3015,103015,49,Male,France,4,24576.3,1,0,0,51809.11,1,25373.453,3-5 yrs,46-60
3016,103016,28,Male,Spain,3,173154.16,1,1,1,127526.8,0,107520.004,3-5 yrs,18-30
3017,103017,39,Male,Germany,10,226881.91,1,1,1,108261.98,1,123231.65800000001,6-10 yrs,31-45
3018,103018,39,Female,France,7,245101.77,2,1,0,123771.5,0,135172.558,6-10 yrs,31-45
3019,103019,60,Female,Spain,0,203385.47,2,1,0,138747.37,1,122978.799,0-2 yrs,46-60
3020,103020,42,Male,France,8,67054.17,2,0,1,69033.92,0,47532.344,6-10 yrs,31-45
3021,103021,39,Male,France,1,89555.06,3,1,0,124481.35,1,73167.02900000001,0-2 yrs,31-45
3022,103022,45,Male,France,7,34184.93,1,0,0,112668.08,1,47474.596,6-10 yrs,31-45
3023,103023,46,Female,Spain,8,178186.39,1,1,1,95379.09,0,99888.58300000001,6-10 yrs,46-60
3024,103024,30,Male,Germany,9,42313.6,4,1,1,142114.2,0,59560.6,6-10 yrs,18-30
3025,103025,35,Female,France,7,107991.52,1,1,0,106218.47,0,75062.349,6-10 yrs,31-45
3026,103026,19,Female,Germany,8,132938.9,1,1,1,96255.6,0,82052.54,6-10 yrs,18-30
3027,103027,46,Male,France,3,95633.18,1,1,1,95676.61,0,66956.55500000001,3-5 yrs,46-60
3028,103028,38,Female,France,10,37424.01,1,1,1,98219.02,0,44435.61,6-10 yrs,31-45
3029,103029,32,Female,Spain,1,72455.11,1,0,0,136567.26,0,69952.422,0-2 yrs,31-45
3030,103030,69,Male,France,2,158191.26,1,1,1,57047.39,0,80391.02100000001,0-2 yrs,61+
3031,103031,44,Male,France,7,181705.91,2,1,1,111936.84,1,106263.916,6-10 yrs,31-45
3032,103032,67,Male,Germany,4,153659.03,2,0,0,46761.13,1,75492.351,3-5 yrs,61+
3033,103033,48,Male,Germany,10,241438.0,2,1,1,54662.34,0,112974.402,6-10 yrs,46-60
3034,103034,32,Male,Germany,3,153407.56,2,1,1,105130.68,0,92902.728,3-5 yrs,31-45
3035,103035,68,Male,France,2,56334.88,1,0,1,87268.0,1,48714.651999999995,0-2 yrs,61+
3036,103036,40,Male,France,10,122763.23,1,1,0,137694.1,0,90413.722,6-10 yrs,31-45
3037,103037,41,Female,Germany,2,209057.34,2,1,0,105902.8,1,115394.17599999999,0-2 yrs,31-45
3038,103038,61,Male,France,9,81450.41,1,1,1,72630.29,0,54369.551,6-10 yrs,61+
3039,103039,30,Male,Germany,9,184257.69,2,1,1,37532.07,0,84963.197,6-10 yrs,18-30
3040,103040,39,Male,Germany,6,196297.98,3,0,0,30851.75,1,87775.31700000001,6-10 yrs,31-45
3041,103041,60,Male,Germany,10,233491.31,1,1,1,84612.66,0,118780.622,6-10 yrs,46-60
3042,103042,54,Male,France,7,100293.85,1,1,0,94935.59,0,68598.417,6-10 yrs,46-60
3043,103043,50,Male,Germany,4,64856.06,1,1,0,82812.31,1,50786.316999999995,3-5 yrs,46-60
3044,103044,20,Female,Spain,7,126987.06,2,1,1,76351.44,0,73700.756,6-10 yrs,18-30
3045,103045,36,Male,Spain,8,248420.83,1,1,1,90818.81,0,126614.275,6-10 yrs,31-45
3046,103046,40,Female,Spain,3,225532.49,1,1,0,73737.37,1,112334.40699999999,3-5 yrs,31-45
3047,103047,46,Male,France,1,70988.77,3,1,1,28233.27,1,36866.189,0-2 yrs,46-60
3048,103048,47,Female,France,4,49178.93,1,1,0,38890.22,1,31338.838,3-5 yrs,46-60
3049,103049,56,Female,Germany,1,119239.49,1,0,0,35151.21,1,58241.359,0-2 yrs,46-60
3050,103050,61,Female,France,9,41443.63,2,1,0,64937.91,0,36059.225,6-10 yrs,61+
3051,103051,64,Male,France,1,189507.83,2,1,1,29337.32,1,84604.828,0-2 yrs,61+
3052,103052,42,Male,France,5,9153.15,1,0,1,59986.87,0,21657.621000000003,3-5 yrs,31-45
3053,103053,54,Male,France,9,56181.44,2,1,0,31658.53,0,31970.535000000003,6-10 yrs,46-60
3054,103054,64,Male,Spain,10,4555.2,2,0,1,88985.07,0,28518.101000000002,6-10 yrs,61+
3055,103055,25,Male,Germany,9,56684.56,2,1,0,139581.39,0,64548.641,6-10 yrs,18-30
3056,103056,59,Male,France,0,13078.06,1,1,1,106465.21,0,37171.087,0-2 yrs,46-60
3057,103057,33,Female,Germany,1,168388.08,1,0,0,30890.14,1,76622.474,0-2 yrs,31-45
3058,103058,25,Female,Germany,4,142568.46,1,0,1,26765.03,0,65057.19299999999,3-5 yrs,18-30
3059,103059,18,Female,Spain,9,53478.47,1,1,1,121907.25,0,57963.86299999999,6-10 yrs,18-30
3060,103060,61,Male,France,4,51269.3,2,1,0,29673.86,0,29410.278000000002,3-5 yrs,61+
3061,103061,22,Male,Spain,9,72798.38,1,1,0,140132.41,0,71159.275,6-10 yrs,18-30
3062,103062,20,Female,Germany,2,199553.23,1,1,1,48264.11,1,94300.82500000003,0-2 yrs,18-30
3063,103063,18,Male,France,4,37625.82,1,1,1,83336.04,0,40051.439999999995,3-5 yrs,18-30
3064,103064,21,Male,Spain,8,30425.2,1,1,0,78840.65,0,35822.47499999999,6-10 yrs,18-30
3065,103065,57,Male,Germany,1,127012.58,2,0,0,123926.81,1,87983.475,0-2 yrs,46-60
3066,103066,52,Female,Germany,5,216237.53,2,1,1,65736.56,1,106216.48,3-5 yrs,46-60
3067,103067,49,Female,Spain,7,56027.75,3,1,1,58520.66,0,39967.998,6-10 yrs,46-60
3068,103068,59,Male,Germany,2,26564.07,2,1,1,87592.24,0,36903.8,0-2 yrs,46-60
3069,103069,51,Female,France,1,122922.14,1,0,1,81152.44,0,73514.888,0-2 yrs,46-60
3070,103070,60,Female,Germany,10,183038.72,2,1,1,124220.17,1,110482.03899999999,6-10 yrs,46-60
3071,103071,42,Male,France,0,154580.58,1,0,0,123434.88,1,98862.896,0-2 yrs,31-45
3072,103072,27,Male,France,0,104541.42,1,0,0,95495.54,1,70465.43,0-2 yrs,18-30
3073,103073,38,Female,Spain,10,10099.51,1,1,1,147488.01,0,48286.50699999999,6-10 yrs,31-45
3074,103074,63,Female,France,3,75148.32,2,1,0,128932.74,0,68739.55,3-5 yrs,61+
3075,103075,56,Male,France,5,229812.86,1,1,1,53630.55,0,108014.60900000001,3-5 yrs,46-60
3076,103076,44,Male,France,6,55715.62,2,0,0,27697.09,1,30595.775000000005,6-10 yrs,31-45
3077,103077,44,Male,France,7,153488.66,1,1,1,100532.75,0,91555.589,6-10 yrs,31-45
3078,103078,19,Female,France,7,226860.68,1,1,1,47795.83,0,105083.321,6-10 yrs,18-30
3079,103079,58,Female,Germany,9,122027.37,2,1,1,104525.41,1,80169.071,6-10 yrs,46-60
3080,103080,65,Male,France,0,111569.72,2,1,0,40720.48,0,56844.43200000001,0-2 yrs,61+
3081,103081,30,Male,Spain,7,35265.99,1,1,1,128992.14,0,52804.337999999996,6-10 yrs,18-30
3082,103082,26,Male,Germany,9,245152.91,1,1,0,60276.35,1,116144.269,6-10 yrs,18-30
3083,103083,69,Male,France,0,44167.4,2,0,0,51096.23,1,32996.22900000001,0-2 yrs,61+
3084,103084,53,Female,Germany,2,120364.44,1,1,1,64042.29,0,67358.763,0-2 yrs,46-60
3085,103085,39,Male,Germany,4,42832.35,3,1,0,116659.94,0,52131.52199999999,3-5 yrs,31-45
3086,103086,59,Male,France,10,87095.87,2,0,0,97969.42,0,64229.574,6-10 yrs,46-60
3087,103087,43,Female,Germany,9,221002.2,1,1,1,27946.56,1,96785.148,6-10 yrs,31-45
3088,103088,29,Male,Spain,9,160830.18,3,1,1,34201.14,0,74593.11400000002,6-10 yrs,18-30
3089,103089,34,Female,France,7,2461.06,1,1,1,127815.34,0,39329.325999999994,6-10 yrs,31-45
3090,103090,31,Female,Spain,7,241690.62,1,1,0,95966.68,0,125466.452,6-10 yrs,31-45
3091,103091,31,Female,Spain,5,195976.87,2,1,1,58243.73,0,95864.367,3-5 yrs,31-45
3092,103092,51,Male,Spain,3,249384.0,1,0,0,64482.97,0,119098.691,3-5 yrs,46-60
3093,103093,37,Female,Germany,3,190716.68,1,1,1,68814.8,1,96931.41200000001,3-5 yrs,31-45
3094,103094,28,Male,France,7,191213.41,1,1,1,29815.6,0,85430.344,6-10 yrs,18-30
3095,103095,33,Female,Germany,10,174844.7,2,1,0,55826.64,0,86686.272,6-10 yrs,31-45
3096,103096,68,Female,Germany,2,105811.52,1,1,0,59004.14,1,60026.05,0-2 yrs,61+
3097,103097,48,Female,Germany,7,78736.31,1,1,0,144468.62,0,74835.31,6-10 yrs,46-60
3098,103098,23,Male,France,3,131296.77,1,0,1,40509.74,0,64671.92999999999,3-5 yrs,18-30
3099,103099,36,Male,Spain,9,44559.39,1,1,0,43580.2,0,30898.016,6-10 yrs,31-45
3100,103100,54,Female,Germany,8,180607.79,1,0,0,133277.08,0,112226.44,6-10 yrs,46-60
3101,103101,21,Male,Germany,1,249329.78,1,1,1,139246.05,0,141506.02700000003,0-2 yrs,18-30
3102,103102,64,Female,Germany,9,150233.63,2,0,0,116712.76,0,95107.68,6-10 yrs,61+
3103,103103,21,Female,Germany,0,214114.38,2,1,1,37432.07,0,96875.873,0-2 yrs,18-30
3104,103104,37,Female,France,3,43082.19,1,1,1,78618.0,1,40818.575999999994,3-5 yrs,31-45
3105,103105,27,Female,Germany,8,206267.61,1,0,0,92789.08,1,110343.968,6-10 yrs,18-30
3106,103106,41,Male,France,6,226858.35,3,0,1,91420.16,0,118170.08800000002,6-10 yrs,31-45
3107,103107,52,Female,France,8,209716.89,2,1,1,115382.67,0,118502.057,6-10 yrs,46-60
3108,103108,43,Male,France,8,156814.88,2,1,0,86027.32,0,88534.548,6-10 yrs,31-45
3109,103109,54,Female,Germany,9,231595.01,1,1,1,105970.14,0,124429.34600000002,6-10 yrs,46-60
3110,103110,55,Female,Germany,8,240366.75,1,1,1,147093.19,0,140274.95700000002,6-10 yrs,46-60
3111,103111,38,Female,France,8,203840.91,2,1,1,51532.6,0,96996.644,6-10 yrs,31-45
3112,103112,57,Female,France,6,136778.66,1,1,0,62052.57,1,73327.43500000001,6-10 yrs,46-60
3113,103113,56,Female,Germany,7,208824.77,1,1,0,47896.35,1,97899.01299999999,6-10 yrs,46-60
3114,103114,38,Male,Spain,1,92985.18,1,1,0,53369.08,1,53204.996,0-2 yrs,31-45
3115,103115,27,Male,France,8,86647.86,1,0,0,43900.04,1,47829.356,6-10 yrs,18-30
3116,103116,55,Female,Spain,1,86976.86,1,1,1,49589.64,0,49667.935999999994,0-2 yrs,46-60
3117,103117,63,Male,Spain,7,49804.56,2,1,1,129072.41,0,58644.047,6-10 yrs,61+
3118,103118,21,Male,Germany,1,155736.22,2,1,1,58442.41,1,79827.71100000001,0-2 yrs,18-30
3119,103119,62,Female,France,10,165369.54,2,1,1,141263.61,1,108527.399,6-10 yrs,61+
3120,103120,37,Female,France,7,214909.9,1,1,1,132264.82,0,125643.70600000002,6-10 yrs,31-45
3121,103121,34,Female,France,2,173627.69,3,1,0,34884.95,0,79917.16100000001,0-2 yrs,31-45
3122,103122,24,Female,France,1,194984.29,2,1,1,111177.83,0,111347.565,0-2 yrs,18-30
3123,103123,21,Male,Spain,5,172208.03,1,1,0,60859.4,1,87141.232,3-5 yrs,18-30
3124,103124,46,Male,Germany,5,174261.38,1,1,1,64423.39,1,89031.86900000002,3-5 yrs,46-60
3125,103125,31,Male,Germany,0,85137.11,2,1,1,83464.99,1,59094.841,0-2 yrs,31-45
3126,103126,20,Male,Germany,6,241471.19,2,0,1,37687.63,1,107895.26500000001,6-10 yrs,18-30
3127,103127,41,Female,Germany,10,159697.72,2,1,1,140744.36,1,106102.89600000001,6-10 yrs,31-45
3128,103128,54,Female,France,0,146784.13,1,0,1,145336.11,1,102314.78499999999,0-2 yrs,46-60
