CustomerID,Age,Gender,Geography,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
102931,22,Female,Germany,5,217582.79,2,1,1,49843.49,0
102932,47,Female,France,8,118860.02,3,1,1,66650.02,0
102933,49,Male,France,3,189412.35,1,1,0,78176.19,1
102934,25,Male,Spain,8,196462.33,1,1,1,28039.94,1
102935,27,Male,Germany,10,190186.3,1,1,0,133999.63,1
102936,55,Female,Germany,10,159624.6,1,0,0,26630.14,0
102937,64,Female,Germany,7,238122.07,1,0,0,140378.55,0
102938,49,Male,France,2,232144.46,1,1,1,52568.77,1
102939,65,Male,France,10,75695.93,1,1,1,52724.49,0
102940,45,Female,Germany,3,173665.29,2,0,1,137217.08,0
102941,34,Female,Germany,6,166197.52,1,1,1,88209.2,1
102942,48,Male,Spain,2,50065.26,1,1,1,56311.81,0
102943,25,Female,France,2,66267.02,3,1,1,88038.23,0
102944,57,Male,France,7,77688.5,1,1,0,147667.25,1
102945,42,Female,Germany,4,82896.59,3,1,0,131282.18,0
102946,26,Male,France,4,213590.68,1,1,0,49338.17,0
102947,19,Male,Spain,7,189338.3,1,0,0,26463.01,1
102948,32,Female,Germany,5,201933.61,1,0,1,120416.1,0
102949,67,Male,Germany,4,228256.22,1,1,0,35515.39,1
102950,20,Female,France,0,128585.51,2,1,1,96343.49,0
102951,66,Female,France,4,208858.0,2,1,1,103012.77,0
102952,53,Female,France,7,173834.69,3,1,1,53059.48,0
102953,21,Female,Spain,8,116198.35,2,1,0,93792.19,1
102954,31,Female,Spain,5,48463.5,2,1,0,90077.67,1
102955,58,Male,France,10,107567.87,1,1,1,110851.85,0
102956,58,Female,France,9,51644.64,1,1,1,137147.66,0
102957,42,Female,France,2,71791.51,1,0,0,37340.03,0
102958,67,Male,Germany,7,70878.63,2,0,1,94402.36,0
102959,27,Female,Germany,4,190258.33,1,0,0,90942.4,0
102960,38,Male,France,1,126947.23,1,1,1,85230.96,1
102961,53,Female,Germany,0,198285.7,2,0,1,70845.22,0
102962,29,Male,Spain,10,219351.83,1,0,1,148633.08,1
102963,44,Female,Germany,7,152917.43,1,1,1,115988.61,0
102964,57,Female,Spain,1,101801.25,1,1,1,115230.85,0
102965,19,Female,Germany,10,214193.05,2,0,1,115283.3,0
102966,30,Female,France,2,141883.8,1,0,1,32814.76,0
102967,49,Female,Spain,8,214234.18,2,0,0,37774.01,1
102968,48,Male,Germany,0,66355.56,1,0,0,41555.74,1
102969,33,Male,France,7,141439.69,1,1,1,64720.72,0
102970,49,Female,France,1,52937.06,2,0,1,67704.34,1
102971,49,Male,France,7,174589.29,3,0,1,53526.97,0
102972,51,Female,France,1,146722.75,1,0,0,81948.87,1
102973,28,Female,France,6,138999.94,2,0,1,116609.3,0
102974,27,Female,Spain,2,159777.0,2,1,1,50071.11,0
102975,32,Male,France,3,93850.73,1,1,1,42070.87,0
102976,34,Female,France,10,47994.13,2,1,1,142344.8,0
102977,57,Male,Germany,0,201603.18,2,1,0,38947.65,1
102978,35,Female,Spain,9,96092.44,1,1,1,143700.13,0
102979,26,Female,France,0,247234.03,3,1,0,109694.06,1
102980,42,Male,France,10,120250.54,1,1,1,102362.7,0
102981,57,Female,Germany,9,122503.53,1,1,1,125531.83,0
102982,31,Male,Germany,10,169454.61,2,1,1,29067.01,0
102983,42,Female,France,7,166684.29,2,0,1,40252.98,1
102984,67,Female,Germany,7,45129.69,2,1,1,30026.44,0
102985,39,Female,Germany,1,68077.57,2,1,0,112796.25,1
102986,69,Male,Germany,3,57879.1,1,1,1,28573.91,0
102987,47,Female,France,1,13351.28,2,1,1,20173.39,0
102988,37,Male,France,7,5602.78,3,1,1,33261.33,0
102989,38,Female,France,6,161247.87,1,1,1,33370.27,1
102990,61,Female,France,6,124647.86,1,1,1,25554.5,0
102991,49,Male,France,9,223648.91,1,1,1,71959.59,1
102992,68,Female,France,2,75192.8,1,1,0,132365.16,0
102993,63,Female,Germany,10,196878.38,1,0,1,116479.31,1
102994,66,Male,France,4,25788.51,2,1,1,118574.98,0
102995,38,Male,France,0,204110.42,1,1,0,26173.99,1
102996,52,Male,Germany,9,230291.32,1,0,1,102052.65,0
102997,49,Female,France,10,156834.32,2,1,1,67495.91,0
102998,47,Male,Spain,3,183990.03,3,1,0,147681.11,0
102999,56,Male,Spain,3,246948.69,1,1,1,46867.0,1
103000,66,Female,Germany,0,94546.76,1,1,1,48272.32,1
103001,29,Male,Germany,6,7340.3,1,1,1,35703.38,1
103002,58,Male,France,4,170650.76,2,1,1,98539.88,0
103003,64,Female,Germany,0,3332.44,1,1,0,86323.87,0
103004,35,Male,France,4,142077.82,1,1,0,56265.66,1
103005,38,Female,Spain,7,149369.48,1,0,1,98972.77,0
103006,30,Male,France,9,146125.18,3,0,1,82479.5,0
103007,38,Male,Spain,7,41479.73,1,1,1,89455.25,1
103008,25,Female,Spain,1,19169.02,1,1,0,58161.4,1
103009,63,Male,Spain,0,226935.92,1,1,0,100760.97,1
103010,57,Female,Spain,1,135400.33,1,1,1,137808.22,0
103011,63,Male,France,5,80771.02,1,1,1,39909.18,1
103012,24,Male,France,4,192936.32,1,0,0,22759.11,0
103013,40,Female,Germany,3,230413.57,1,0,1,130756.0,1
103014,61,Female,France,7,101054.07,2,1,1,123723.62,0
103015,49,Male,France,4,24576.3,1,0,0,51809.11,1
103016,28,Male,Spain,3,173154.16,1,1,1,127526.8,0
103017,39,Male,Germany,10,226881.91,1,1,1,108261.98,1
103018,39,Female,France,7,245101.77,2,1,0,123771.5,0
103019,60,Female,Spain,0,203385.47,2,1,0,138747.37,1
103020,42,Male,France,8,67054.17,2,0,1,69033.92,0
103021,39,Male,France,1,89555.06,3,1,0,124481.35,1
103022,45,Male,France,7,34184.93,1,0,0,112668.08,1
103023,46,Female,Spain,8,178186.39,1,1,1,95379.09,0
103024,30,Male,Germany,9,42313.6,4,1,1,142114.2,0
103025,35,Female,France,7,107991.52,1,1,0,106218.47,0
103026,19,Female,Germany,8,132938.9,1,1,1,96255.6,0
103027,46,Male,France,3,95633.18,1,1,1,95676.61,0
103028,38,Female,France,10,37424.01,1,1,1,98219.02,0
103029,32,Female,Spain,1,72455.11,1,0,0,136567.26,0
103030,69,Male,France,2,158191.26,1,1,1,57047.39,0
103031,44,Male,France,7,181705.91,2,1,1,111936.84,1
103032,67,Male,Germany,4,153659.03,2,0,0,46761.13,1
103033,48,Male,Germany,10,241438.0,2,1,1,54662.34,0
103034,32,Male,Germany,3,153407.56,2,1,1,105130.68,0
103035,68,Male,France,2,56334.88,1,0,1,87268.0,1
103036,40,Male,France,10,122763.23,1,1,0,137694.1,0
103037,41,Female,Germany,2,209057.34,2,1,0,105902.8,1
103038,61,Male,France,9,81450.41,1,1,1,72630.29,0
103039,30,Male,Germany,9,184257.69,2,1,1,37532.07,0
103040,39,Male,Germany,6,196297.98,3,0,0,30851.75,1
103041,60,Male,Germany,10,233491.31,1,1,1,84612.66,0
103042,54,Male,France,7,100293.85,1,1,0,94935.59,0
103043,50,Male,Germany,4,64856.06,1,1,0,82812.31,1
103044,20,Female,Spain,7,126987.06,2,1,1,76351.44,0
103045,36,Male,Spain,8,248420.83,1,1,1,90818.81,0
103046,40,Female,Spain,3,225532.49,1,1,0,73737.37,1
103047,46,Male,France,1,70988.77,3,1,1,28233.27,1
103048,47,Female,France,4,49178.93,1,1,0,38890.22,1
103049,56,Female,Germany,1,119239.49,1,0,0,35151.21,1
103050,61,Female,France,9,41443.63,2,1,0,64937.91,0
103051,64,Male,France,1,189507.83,2,1,1,29337.32,1
103052,42,Male,France,5,9153.15,1,0,1,59986.87,0
103053,54,Male,France,9,56181.44,2,1,0,31658.53,0
103054,64,Male,Spain,10,4555.2,2,0,1,88985.07,0
103055,25,Male,Germany,9,56684.56,2,1,0,139581.39,0
103056,59,Male,France,0,13078.06,1,1,1,106465.21,0
103057,33,Female,Germany,1,168388.08,1,0,0,30890.14,1
103058,25,Female,Germany,4,142568.46,1,0,1,26765.03,0
103059,18,Female,Spain,9,53478.47,1,1,1,121907.25,0
103060,61,Male,France,4,51269.3,2,1,0,29673.86,0
103061,22,Male,Spain,9,72798.38,1,1,0,140132.41,0
103062,20,Female,Germany,2,199553.23,1,1,1,48264.11,1
103063,18,Male,France,4,37625.82,1,1,1,83336.04,0
103064,21,Male,Spain,8,30425.2,1,1,0,78840.65,0
103065,57,Male,Germany,1,127012.58,2,0,0,123926.81,1
103066,52,Female,Germany,5,216237.53,2,1,1,65736.56,1
103067,49,Female,Spain,7,56027.75,3,1,1,58520.66,0
103068,59,Male,Germany,2,26564.07,2,1,1,87592.24,0
103069,51,Female,France,1,122922.14,1,0,1,81152.44,0
103070,60,Female,Germany,10,183038.72,2,1,1,124220.17,1
103071,42,Male,France,0,154580.58,1,0,0,123434.88,1
103072,27,Male,France,0,104541.42,1,0,0,95495.54,1
103073,38,Female,Spain,10,10099.51,1,1,1,147488.01,0
103074,63,Female,France,3,75148.32,2,1,0,128932.74,0
103075,56,Male,France,5,229812.86,1,1,1,53630.55,0
103076,44,Male,France,6,55715.62,2,0,0,27697.09,1
103077,44,Male,France,7,153488.66,1,1,1,100532.75,0
103078,19,Female,France,7,226860.68,1,1,1,47795.83,0
103079,58,Female,Germany,9,122027.37,2,1,1,104525.41,1
103080,65,Male,France,0,111569.72,2,1,0,40720.48,0
103081,30,Male,Spain,7,35265.99,1,1,1,128992.14,0
103082,26,Male,Germany,9,245152.91,1,1,0,60276.35,1
103083,69,Male,France,0,44167.4,2,0,0,51096.23,1
103084,53,Female,Germany,2,120364.44,1,1,1,64042.29,0
103085,39,Male,Germany,4,42832.35,3,1,0,116659.94,0
103086,59,Male,France,10,87095.87,2,0,0,97969.42,0
103087,43,Female,Germany,9,221002.2,1,1,1,27946.56,1
103088,29,Male,Spain,9,160830.18,3,1,1,34201.14,0
103089,34,Female,France,7,2461.06,1,1,1,127815.34,0
103090,31,Female,Spain,7,241690.62,1,1,0,95966.68,0
103091,31,Female,Spain,5,195976.87,2,1,1,58243.73,0
103092,51,Male,Spain,3,249384.0,1,0,0,64482.97,0
103093,37,Female,Germany,3,190716.68,1,1,1,68814.8,1
103094,28,Male,France,7,191213.41,1,1,1,29815.6,0
103095,33,Female,Germany,10,174844.7,2,1,0,55826.64,0
103096,68,Female,Germany,2,105811.52,1,1,0,59004.14,1
103097,48,Female,Germany,7,78736.31,1,1,0,144468.62,0
103098,23,Male,France,3,131296.77,1,0,1,40509.74,0
103099,36,Male,Spain,9,44559.39,1,1,0,43580.2,0
103100,54,Female,Germany,8,180607.79,1,0,0,133277.08,0
103101,21,Male,Germany,1,249329.78,1,1,1,139246.05,0
103102,64,Female,Germany,9,150233.63,2,0,0,116712.76,0
103103,21,Female,Germany,0,214114.38,2,1,1,37432.07,0
103104,37,Female,France,3,43082.19,1,1,1,78618.0,1
103105,27,Female,Germany,8,206267.61,1,0,0,92789.08,1
103106,41,Male,France,6,226858.35,3,0,1,91420.16,0
103107,52,Female,France,8,209716.89,2,1,1,115382.67,0
103108,43,Male,France,8,156814.88,2,1,0,86027.32,0
103109,54,Female,Germany,9,231595.01,1,1,1,105970.14,0
103110,55,Female,Germany,8,240366.75,1,1,1,147093.19,0
103111,38,Female,France,8,203840.91,2,1,1,51532.6,0
103112,57,Female,France,6,136778.66,1,1,0,62052.57,1
103113,56,Female,Germany,7,208824.77,1,1,0,47896.35,1
103114,38,Male,Spain,1,92985.18,1,1,0,53369.08,1
103115,27,Male,France,8,86647.86,1,0,0,43900.04,1
103116,55,Female,Spain,1,86976.86,1,1,1,49589.64,0
103117,63,Male,Spain,7,49804.56,2,1,1,129072.41,0
103118,21,Male,Germany,1,155736.22,2,1,1,58442.41,1
103119,62,Female,France,10,165369.54,2,1,1,141263.61,1
103120,37,Female,France,7,214909.9,1,1,1,132264.82,0
103121,34,Female,France,2,173627.69,3,1,0,34884.95,0
103122,24,Female,France,1,194984.29,2,1,1,111177.83,0
103123,21,Male,Spain,5,172208.03,1,1,0,60859.4,1
103124,46,Male,Germany,5,174261.38,1,1,1,64423.39,1
103125,31,Male,Germany,0,85137.11,2,1,1,83464.99,1
103126,20,Male,Germany,6,241471.19,2,0,1,37687.63,1
103127,41,Female,Germany,10,159697.72,2,1,1,140744.36,1
103128,54,Female,France,0,146784.13,1,0,1,145336.11,1
103129,33,Female,France,3,211804.18,1,1,0,38665.2,1
103130,69,Female,Spain,5,105239.01,1,0,0,46625.5,1
103131,21,Male,France,7,24063.12,1,1,0,22739.84,0
103132,41,Male,Spain,10,60025.64,1,1,1,52703.44,0
103133,51,Female,France,10,202022.92,1,0,0,108088.97,1
103134,47,Male,Spain,7,182953.6,2,1,1,97040.35,0
103135,35,Male,Spain,9,29297.2,1,0,0,98992.1,1
103136,36,Female,France,6,17413.18,1,0,1,45833.08,0
103137,48,Male,Spain,10,155476.55,2,1,1,73501.2,0
103138,36,Female,France,4,234662.06,1,1,1,125688.37,0
103139,66,Male,France,5,43730.17,2,0,0,54174.26,0
103140,63,Male,Spain,7,137255.54,3,1,0,97042.19,0
103141,36,Female,France,2,202991.86,1,1,1,54116.52,0
103142,39,Female,Germany,5,132173.16,1,1,1,82880.64,1
103143,41,Female,France,3,87781.6,3,1,1,120331.09,0
103144,62,Male,Spain,2,197643.28,1,1,0,74539.04,1
103145,29,Female,Spain,2,192806.49,1,0,1,119873.1,1
103146,47,Male,France,3,207621.35,2,1,1,55978.94,1
103147,55,Female,France,5,236275.47,1,1,0,76002.36,1
103148,48,Male,Spain,10,37657.78,1,0,0,58459.06,0
103149,53,Female,France,0,85195.2,1,0,0,148593.76,1
103150,36,Female,France,1,246496.83,1,0,0,128689.29,1
103151,65,Male,Spain,3,148634.06,2,1,0,51982.57,0
103152,62,Male,France,9,167532.48,1,0,0,44061.72,1
103153,53,Female,Spain,8,221023.81,2,0,0,100992.4,1
103154,47,Male,Germany,7,172761.03,1,0,0,45944.43,0
103155,66,Female,France,9,170808.41,1,1,1,39923.51,0
103156,50,Male,France,7,26125.75,1,1,1,28422.29,0
103157,35,Male,France,10,126710.23,1,0,0,64068.07,0
103158,69,Female,Spain,6,168298.36,1,1,0,56854.77,0
103159,66,Female,France,5,201822.93,1,1,1,40241.16,0
103160,45,Male,France,6,103309.52,2,0,0,122002.67,0
103161,64,Male,France,5,30883.76,2,1,0,25511.32,0
103162,28,Male,France,2,91456.41,2,1,0,138664.24,1
103163,62,Male,Spain,5,107433.84,2,1,1,111532.04,0
103164,50,Female,France,6,187752.24,1,1,1,67161.69,1
103165,34,Female,France,5,4945.23,1,1,1,118953.7,0
103166,23,Male,France,10,96449.46,2,0,1,70963.0,0
103167,21,Female,France,1,111970.9,1,1,1,131321.19,0
103168,37,Male,France,5,137528.9,1,1,1,54256.69,0
103169,65,Male,France,1,242499.87,2,1,1,65743.04,1
103170,64,Male,France,0,185150.52,2,0,1,91204.4,0
103171,44,Female,Germany,9,55607.32,1,1,0,135569.43,1
103172,32,Male,France,9,158415.58,1,1,1,113148.23,0
103173,23,Female,Germany,9,86532.01,1,0,0,118899.26,0
103174,64,Female,France,4,202853.64,1,0,0,44970.15,1
103175,31,Male,Spain,3,42767.43,1,1,0,69667.85,0
103176,28,Female,France,8,36125.77,2,1,0,116330.23,0
103177,56,Male,Germany,8,25348.47,1,1,0,147561.78,0
103178,26,Male,Germany,8,136026.17,1,1,0,69984.22,1
103179,43,Female,France,2,30813.77,1,0,1,142804.67,0
103180,33,Male,France,9,10438.4,3,1,0,89840.57,0
103181,22,Female,Spain,2,83114.01,2,0,1,117837.01,1
103182,69,Female,Germany,2,199541.65,2,1,1,26600.72,1
103183,27,Female,France,10,39018.45,1,1,0,21788.35,0
103184,67,Male,France,9,89472.57,3,0,1,143157.13,0
103185,20,Female,France,4,108934.51,1,1,0,33997.76,0
103186,30,Male,France,5,218992.54,1,0,0,128074.24,1
103187,60,Male,France,5,119090.84,1,1,1,41923.13,0
103188,66,Female,France,2,127988.85,1,1,0,102040.42,1
103189,47,Female,France,1,63656.19,1,0,1,86445.64,0
103190,62,Male,France,5,167135.74,2,1,1,35994.43,0
103191,23,Female,Spain,3,6415.6,1,1,0,48274.45,0
103192,34,Female,Spain,8,241109.98,1,0,0,102368.86,0
103193,62,Female,France,1,124530.07,1,1,1,134038.73,0
103194,68,Male,Germany,3,15453.31,1,0,1,42585.65,1
103195,36,Female,France,10,139792.61,1,1,1,88516.69,0
103196,59,Male,France,10,128495.54,1,1,1,149264.87,0
103197,52,Male,Germany,1,60175.62,2,0,0,79285.17,1
103198,63,Female,Germany,4,52202.4,2,0,1,39887.52,0
103199,43,Female,Germany,2,67691.46,1,1,1,138482.95,1
103200,68,Male,France,3,32433.0,1,1,1,135990.32,0
103201,22,Male,France,8,132855.6,3,1,0,24536.63,1
103202,46,Female,Spain,9,219733.99,1,1,0,70891.11,0
103203,54,Male,France,10,230781.9,2,1,1,145218.8,0
103204,37,Female,France,4,238246.77,1,1,1,81108.18,0
103205,66,Male,Spain,8,150093.55,2,1,1,99744.38,1
103206,38,Female,France,4,155387.26,2,1,1,49746.84,1
103207,27,Male,France,9,77629.19,3,1,0,110801.83,0
103208,22,Female,France,8,221336.39,3,1,1,93346.96,0
103209,53,Female,France,7,122036.39,1,0,1,94603.28,1
103210,23,Male,France,0,69827.16,1,1,1,97552.95,0
103211,43,Female,France,2,241416.97,2,1,1,21518.35,1
103212,21,Male,France,4,176344.54,2,1,1,28964.94,0
103213,56,Male,Germany,2,116162.86,1,1,0,129875.3,0
103214,56,Male,France,9,17159.21,1,1,1,100260.94,0
103215,67,Male,Germany,0,35040.4,1,1,1,124127.08,1
103216,52,Female,France,10,49119.17,1,1,1,99096.69,0
103217,18,Male,France,1,225710.19,1,0,1,34963.01,1
103218,41,Male,France,1,242897.2,2,0,1,99339.34,1
103219,53,Male,France,3,66744.69,1,1,0,47639.99,1
103220,23,Female,Spain,5,124578.75,1,1,1,100913.41,0
103221,58,Male,France,1,197971.33,2,1,0,104425.82,1
103222,63,Female,Spain,5,96159.38,1,1,0,88273.77,0
103223,61,Female,France,10,123094.32,2,0,0,24040.92,0
103224,48,Male,Spain,0,221905.88,1,1,1,34099.92,1
103225,37,Female,Spain,7,51877.76,1,1,1,92894.41,0
103226,41,Male,France,2,248463.12,2,1,0,40982.25,1
103227,42,Female,Germany,7,114076.54,1,0,0,33694.33,1
103228,53,Female,Germany,2,64575.74,1,1,1,37652.27,1
103229,38,Male,Germany,0,223123.48,1,1,1,119875.69,1
103230,47,Female,France,3,19126.0,1,0,0,79213.3,1
103231,41,Male,Germany,2,160579.81,3,1,1,47268.39,1
103232,61,Female,Germany,7,15422.3,1,1,0,81996.63,1
103233,59,Male,Spain,0,236548.15,3,1,1,119682.99,1
103234,47,Male,Spain,8,159929.85,2,0,1,144492.21,0
103235,39,Male,Germany,10,99492.65,1,0,0,130825.62,1
103236,45,Male,Germany,8,106100.76,1,0,0,58195.04,1
103237,24,Female,Spain,5,41284.14,1,1,0,67430.07,0
103238,52,Male,France,4,90002.03,2,1,1,114056.83,0
103239,45,Male,Germany,10,225949.74,1,1,0,117371.1,1
103240,31,Male,France,4,201343.74,1,1,1,29387.87,0
103241,27,Male,France,5,165370.53,2,0,0,44668.42,0
103242,33,Female,Germany,6,241945.54,1,0,0,37649.21,1
103243,33,Male,Germany,7,143359.17,2,0,0,120236.87,1
103244,48,Female,Germany,2,44069.53,1,0,0,97339.5,1
103245,59,Male,Spain,9,178403.79,1,0,1,123685.31,0
103246,42,Male,France,0,147978.74,1,1,0,136308.49,1
103247,30,Male,Germany,4,109136.77,4,1,1,121127.9,0
103248,23,Male,France,10,36745.42,1,1,0,27803.22,1
103249,61,Male,Germany,0,169414.76,1,0,0,94370.73,1
103250,26,Male,Spain,1,111016.46,1,1,1,70102.27,1
103251,62,Female,France,7,144658.36,1,0,0,59282.2,0
103252,53,Female,France,2,78850.57,2,1,1,98955.18,1
103253,60,Male,France,10,38931.89,3,1,0,58160.97,0
103254,37,Male,Spain,9,89976.88,1,1,1,79173.87,0
103255,35,Male,France,3,213026.21,4,1,0,51177.37,0
103256,60,Female,France,10,39891.48,1,0,1,143966.78,0
103257,38,Male,Spain,5,117808.33,1,1,0,60934.42,0
103258,21,Female,Germany,7,74402.11,2,1,1,121807.5,0
103259,67,Female,France,0,240583.06,1,1,0,128847.38,1
103260,50,Female,Spain,1,21168.38,2,1,0,30717.14,0
103261,44,Female,France,10,61337.24,2,1,0,37984.45,0
103262,24,Female,France,5,112389.19,2,1,1,69354.61,0
103263,23,Male,France,7,61819.53,1,1,1,57625.7,0
103264,32,Female,Spain,7,176648.19,4,0,0,147317.05,1
103265,35,Female,France,2,92721.28,1,0,0,29621.03,1
103266,49,Male,France,3,195194.23,1,1,1,144600.48,0
103267,28,Male,France,9,137818.36,3,1,0,66694.62,1
103268,37,Female,Germany,3,106706.0,1,1,0,82439.55,1
103269,41,Male,Germany,3,91219.03,1,1,1,101387.97,0
103270,32,Male,France,1,55504.67,2,1,0,100379.64,1
103271,65,Male,France,5,63139.6,1,1,1,64205.98,0
103272,24,Female,Germany,7,44094.93,1,1,1,80409.68,0
103273,38,Female,France,8,212936.31,1,0,1,55931.02,0
103274,59,Male,France,0,137070.92,2,0,1,53183.39,0
103275,43,Male,France,0,120718.79,1,1,0,30559.16,1
103276,61,Female,Germany,8,80562.76,2,1,1,75010.31,0
103277,31,Female,Germany,10,129217.23,2,1,1,65714.95,0
103278,54,Male,France,3,220638.54,1,0,1,50312.05,1
103279,38,Female,France,10,214024.66,1,1,1,36858.32,1
103280,35,Female,Germany,6,149772.76,2,1,1,33183.24,0
103281,22,Male,France,1,132489.26,1,0,0,66721.92,1
103282,20,Male,Spain,9,56445.48,1,1,0,83990.79,0
103283,40,Female,France,0,173232.03,3,1,0,111669.24,1
103284,43,Female,Germany,10,213329.47,1,1,0,109811.78,0
103285,54,Female,France,6,76422.83,2,1,1,30038.07,0
103286,41,Male,Germany,5,108885.2,1,1,0,27653.8,1
103287,66,Male,France,2,26677.59,1,1,1,118383.3,1
103288,36,Male,France,9,214549.39,1,1,0,124029.54,1
103289,68,Male,France,3,24427.11,1,1,1,76320.4,0
103290,42,Female,Germany,0,176084.35,2,1,0,59421.03,0
103291,38,Male,France,6,46744.92,1,1,0,39908.31,0
103292,29,Male,France,8,183412.17,1,1,1,47422.09,1
103293,58,Female,Spain,0,160669.7,4,1,1,71212.54,1
103294,50,Male,Spain,1,172598.86,2,1,1,145588.89,1
103295,67,Female,Germany,1,158949.48,3,0,0,96841.01,1
103296,21,Male,France,5,99167.66,1,1,1,87204.76,0
103297,59,Female,France,4,155048.3,4,1,0,77867.61,1
103298,24,Female,Spain,5,58663.43,2,0,0,20622.49,0
103299,39,Female,France,0,68484.31,3,1,1,43361.01,0
103300,50,Male,Germany,5,16283.3,2,0,0,101385.58,0
103301,34,Female,Spain,10,153206.91,1,1,1,98227.26,1
103302,41,Male,France,5,210198.75,1,1,1,95811.36,1
103303,51,Male,France,6,94612.5,1,0,1,50205.55,0
103304,45,Male,France,1,52169.57,1,0,0,58401.07,1
103305,60,Male,Spain,5,205982.4,4,1,0,92380.37,0
103306,58,Male,France,8,161031.61,3,1,1,41135.78,0
103307,56,Male,Germany,8,223382.41,3,0,1,52753.31,0
103308,39,Female,France,1,1560.91,1,1,1,124586.79,0
103309,66,Female,France,4,100289.11,1,0,1,52726.2,0
103310,34,Male,France,6,225239.52,2,1,1,100000.55,0
103311,51,Male,Spain,4,168845.73,1,1,1,98427.22,0
103312,23,Male,France,2,117216.54,1,1,1,143792.2,1
103313,63,Male,France,0,103637.2,1,1,1,90322.22,0
103314,23,Male,Spain,6,223790.12,2,1,1,80276.3,0
103315,51,Female,France,7,207948.77,2,1,1,63627.7,1
103316,18,Female,Germany,5,3077.95,1,1,0,46506.24,1
103317,27,Male,Spain,6,30272.51,1,0,1,56885.36,1
103318,38,Male,Germany,8,128078.83,1,1,1,144866.93,0
103319,22,Female,Spain,1,28659.05,2,0,1,145037.78,1
103320,19,Male,Spain,4,68691.01,2,0,0,44150.46,0
103321,39,Male,France,2,208727.18,1,1,0,28011.76,1
103322,65,Male,France,1,96534.82,1,1,1,58478.85,0
103323,19,Female,France,2,112728.64,2,1,1,119752.83,0
103324,27,Female,Spain,3,43547.75,3,0,1,69907.99,0
103325,51,Male,France,1,150578.51,2,1,1,58858.71,1
103326,33,Female,Spain,1,30077.54,1,1,1,68382.4,1
103327,65,Female,France,7,157555.35,1,1,1,48086.04,0
103328,68,Male,Spain,2,186683.96,2,0,1,101638.33,0
103329,56,Female,France,2,218402.23,2,1,1,96054.71,1
103330,39,Female,France,3,145611.97,3,0,1,65782.33,0
103331,29,Female,Germany,10,82988.61,3,1,1,82502.21,0
103332,41,Female,Germany,4,212919.18,1,1,0,20452.28,1
103333,64,Female,France,2,149156.07,2,0,0,88723.24,0
103334,57,Female,Spain,5,89534.4,1,1,1,128570.7,0
103335,55,Male,France,9,80634.84,2,1,1,37969.2,0
103336,27,Male,Germany,2,80153.54,1,0,1,142006.58,1
103337,52,Male,Germany,7,14085.86,1,1,1,87935.84,0
103338,68,Female,France,3,25333.59,1,1,1,129563.28,0
103339,66,Male,Germany,4,22426.79,1,1,1,57917.74,0
103340,49,Female,France,2,78046.99,1,1,1,102035.46,0
103341,24,Female,Germany,4,118494.17,2,1,0,56350.86,0
103342,38,Male,France,10,36895.0,2,1,1,125986.83,0
103343,37,Female,France,6,206987.82,1,1,0,139416.36,1
103344,43,Male,Germany,2,16404.1,2,1,0,139805.25,1
103345,21,Female,France,2,236327.92,1,1,0,122464.58,1
103346,63,Male,Germany,0,18608.51,2,1,1,144162.68,0
103347,69,Male,France,1,223666.55,1,1,0,124811.27,1
103348,39,Male,France,3,65177.06,1,0,1,135660.48,0
103349,32,Male,Germany,8,246686.69,1,1,0,62215.1,1
103350,57,Female,France,2,130331.96,2,1,1,105038.79,0
103351,38,Male,France,9,4576.92,1,1,1,45053.76,0
103352,32,Female,France,4,70667.26,1,1,0,60813.33,0
103353,39,Male,Germany,8,235040.85,2,1,1,93976.16,0
103354,69,Male,Germany,3,74916.45,1,1,0,79401.14,0
103355,45,Male,France,3,89902.07,1,1,0,136046.93,1
103356,31,Female,France,5,11037.05,2,1,1,45445.32,0
103357,44,Male,France,6,63314.1,2,1,0,103341.35,1
103358,58,Male,Spain,10,64830.04,1,1,1,70089.27,0
103359,57,Female,Germany,5,178993.46,1,1,0,59104.52,1
103360,45,Male,Spain,10,126442.07,1,0,1,33671.62,0
103361,43,Female,France,3,40251.92,1,1,0,112190.61,0
103362,66,Male,Spain,6,198899.85,1,1,0,75151.36,0
103363,19,Male,Germany,10,152879.69,2,0,0,128905.99,1
103364,42,Male,Spain,9,67114.83,1,1,1,120580.4,0
103365,20,Female,Germany,2,55945.91,1,1,0,76687.41,0
103366,25,Male,France,2,231227.02,1,1,1,53338.67,1
103367,61,Male,Germany,6,159264.07,1,1,0,123145.79,1
103368,50,Male,Spain,5,201854.19,1,1,1,31952.71,0
103369,59,Female,Spain,1,56379.36,3,1,0,74149.03,1
103370,69,Female,Spain,0,147184.01,1,1,0,121662.71,0
103371,52,Female,France,5,13372.4,1,1,1,41598.48,0
103372,23,Female,France,8,148680.09,2,1,0,86801.89,0
103373,56,Female,Germany,2,50895.64,4,0,0,121821.36,1
103374,69,Female,France,8,167273.2,1,1,1,23096.35,0
103375,40,Male,Germany,5,232991.6,1,0,1,116770.09,0
103376,42,Male,Spain,3,114677.44,3,1,1,54356.03,0
103377,67,Male,France,9,76349.08,1,1,0,118823.99,1
103378,60,Male,Germany,9,30816.8,2,0,1,74464.34,0
103379,36,Male,Germany,9,167647.93,1,0,1,22970.4,0
